Hr_dat for BHZ model with C = 0.3sigma_x
4
9
1  1  1  1  1  1  1  1  1  
       0       0       0       2       4        0.0000000000        0.0000000000
       0       0       0       3       1        0.0000000000        0.0000000000
       0       0       0       3       2        0.3000000000        0.0000000000
       0       0       0       3       3       -1.2000000000        0.0000000000
       0       0       0       3       4       -0.0000000000        0.0000000000
       0       0       0       4       1        0.3000000000        0.0000000000
       0       0       0       4       2        0.0000000000        0.0000000000
       0       0       0       4       3       -0.0000000000       -0.0000000000
       0       0       0       4       4        1.2000000000        0.0000000000
       0       1       0       1       1        0.5000000000       -0.0000000000
       0       1       0       1       2       -0.5000000000        0.0000000000
       0       1       0       1       3        0.0000000000        0.0000000000
       0       1       0       1       4        0.0000000000        0.0000000000
       0       1       0       2       1        0.5000000000       -0.0000000000
       0       1       0       2       2       -0.5000000000        0.0000000000
       0       1       0       2       3        0.0000000000        0.0000000000
       0       1       0       2       4        0.0000000000        0.0000000000
       0       1       0       3       1        0.0000000000        0.0000000000
       0       1       0       3       2        0.0000000000        0.0000000000
       0       1       0       3       3        0.5000000000       -0.0000000000
       0       1       0       3       4       -0.5000000000        0.0000000000
       0       1       0       4       1        0.0000000000        0.0000000000
       0       1       0       4       2        0.0000000000        0.0000000000
       0       1       0       4       3        0.5000000000       -0.0000000000
       0       1       0       4       4       -0.5000000000        0.0000000000
       1      -1       0       1       1        0.0000000000       -0.0000000000
       1      -1       0       1       2       -0.0000000000        0.0000000000
       1      -1       0       1       3        0.0000000000        0.0000000000
       1      -1       0       1       4       -0.0000000000        0.0000000000
       1      -1       0       2       1       -0.0000000000        0.0000000000
       1      -1       0       2       2       -0.0000000000        0.0000000000
       1      -1       0       2       3       -0.0000000000        0.0000000000
       1      -1       0       2       4        0.0000000000        0.0000000000
       1      -1       0       3       1        0.0000000000        0.0000000000
       1      -1       0       3       2       -0.0000000000        0.0000000000
       1      -1       0       3       3        0.0000000000       -0.0000000000
       1      -1       0       3       4        0.0000000000       -0.0000000000
       1      -1       0       4       1       -0.0000000000        0.0000000000
       1      -1       0       4       2        0.0000000000        0.0000000000
       1      -1       0       4       3        0.0000000000       -0.0000000000
       1      -1       0       4       4       -0.0000000000        0.0000000000
       1       0       0       1       1        0.5000000000       -0.0000000000
       1       0       0       1       2       -0.0000000000       -0.5000000000
       1       0       0       1       3        0.0000000000        0.0000000000
       1       0       0       1       4        0.0000000000       -0.0000000000
       1       0       0       2       1       -0.0000000000       -0.5000000000
       1       0       0       2       2       -0.5000000000        0.0000000000
       1       0       0       2       3        0.0000000000       -0.0000000000
       1       0       0       2       4        0.0000000000        0.0000000000
       1       0       0       3       1        0.0000000000        0.0000000000
       1       0       0       3       2        0.0000000000       -0.0000000000
       1       0       0       3       3        0.5000000000       -0.0000000000
       1       0       0       3       4        0.0000000000        0.5000000000
       1       0       0       4       1        0.0000000000       -0.0000000000
       1       0       0       4       2        0.0000000000        0.0000000000
       1       0       0       4       3        0.0000000000        0.5000000000
       1       0       0       4       4       -0.5000000000        0.0000000000
       1       1       0       1       1        0.0000000000        0.0000000000
       1       1       0       1       2       -0.0000000000       -0.0000000000
       1       1       0       1       3        0.0000000000        0.0000000000
       1       1       0       1       4       -0.0000000000       -0.0000000000
       1       1       0       2       1        0.0000000000        0.0000000000
       1       1       0       2       2       -0.0000000000       -0.0000000000
       1       1       0       2       3       -0.0000000000       -0.0000000000
       1       1       0       2       4        0.0000000000        0.0000000000
       1       1       0       3       1        0.0000000000        0.0000000000
       1       1       0       3       2       -0.0000000000       -0.0000000000
       1       1       0       3       3        0.0000000000        0.0000000000
       1       1       0       3       4       -0.0000000000       -0.0000000000
       1       1       0       4       1       -0.0000000000       -0.0000000000
       1       1       0       4       2        0.0000000000        0.0000000000
       1       1       0       4       3        0.0000000000        0.0000000000
       1       1       0       4       4       -0.0000000000       -0.0000000000
